,author,quote
55873,Chandler,"Fine, but if we end up not doing this Maxim thing because of this party..."
55902,Chandler,Hey hey! Where's the birthday girl?
55904,Chandler,"Oh, sure, she was probably up all night, excited about the party she knows is happening."
55919,Chandler,"I know, what are we gonna do?"
55921,Chandler,I'm not going to Vermont with this Monica!
55982,Chandler,To be fair this one does have nuts.
55986,Chandler,Hi Emma! It's the year 2020. Are you still enjoying your nap?
55994,Chandler,Was that Emma? Is she up?
55999,Chandler,I don't know! You'll tell us on Monday!
56002,Chandler,To the bathroom!
56021,Chandler,"You do know, I can just turn them the other way around, right?"
56041,Chandler,I'm begging you stop.
56048,Chandler,Thats a bear.
56052,Chandler,"Ok, on your mark... Get set... GO!!!"
56057,Chandler,I bought you. How did I forget that that's all you do?
56081,Chandler,"I'm sorry, is this a game for Emma or for Monica?"
56083,Chandler,"Emma, you even know it's your birthday today? You're one! One-year-old, that's little."
56084,Chandler,Ooh! That's my girl!
56086,Chandler,Did I teach her that? Did I just... impart wisdom?
56089,Chandler,There's no-one around. Why don't we just take this one?
56091,Chandler,I was kidding.
56094,Chandler,"No, not yet."
56102,Chandler,"Hey, guys! Come on! You gotta see what Emma just did."
56113,Chandler,"Let's do it, come on!"
56134,Chandler,"Joey, we would've asked you, we just thought you wouldn't be interested."
56141,Chandler,So excited about your letter!
56149,Chandler,So you must be going to somewhere fancy to celebrate?
56154,Chandler,That's where people make number two!!
56236,Chandler,On every word?
56240,Chandler,And that became ‘they are humid prepossessing Homo Sapiens with full sized aortic pumps...?
56275,Chandler,I doubt that! Tell her about us last year.
56292,Chandler,"Oh, I don't think it was desperate, I think it was amazing!"
56302,Chandler,Sounds good to me... but what would a guy think?
56330,Chandler,Hey Joe! How's the second draft of the letter coming?
56334,Chandler,Can we read it? Can you print out another copy?
56345,Chandler,They thought it was very smart of us to have a child write the recommendation letter.
56347,Chandler,"She guessed 8, 9, based on his drawings."
56351,Chandler,That sounds like fun.
56370,Chandler,Like war. Or that thing in Joey's refrigerator. Remember? It was in a milk carton but it looked like meat?
56381,Chandler,Hey! Monica can be cool and fun at organized indoor projects!
56477,Chandler,"Hey, I'm sorry, I should have given you guys my black book when I got married! Although it wasn't so much a book as a... napkin. With Janice's phone number on it."
56482,Chandler,Is Monica not here?
56484,Chandler,"Oh, then I'll tell you. My agency was bidding for a big account and they got it! It's my first national commercial!"
56488,Chandler,"Oh... I don't know, I really don't think you're right for the part."
56490,Chandler,"First of all. Bravo. Uh, but I really don't think you're right for this. The part calls for a stuffy college professor."
56492,Chandler,Software that facilitates inter-business networking e-solutions?
56531,Chandler,"Joe, I told you, you're just not right for the part."
56541,Chandler,What am I gonna do now?
56543,Chandler,"He's not right for the part. So if I suggest him, my bosses are gonna think I'm an idiot! And that's something they should learn on their own!"
56598,Chandler,Bad news. I watched the tape and passed it along to my bosses and they weren't interested.
56606,Chandler,"I'm not lying to you, I watched it!"
56608,Chandler,I watched it!
56639,Chandler,I can't believe Joey. I hate being called a liar!
56641,Chandler,What did I just say?
56643,Chandler,"Yes, and I have to say, I am not just hurt. I am insulted. When I tell somebody I did something..."
56645,Chandler,Why are you so sure I didn't watch this tape?
56651,Chandler,He really is a chameleon.
56705,Chandler,"Look, I'm sorry I didn't give them your tape. And I promise, next time to submit you whether I think you are right for the part or not."
56707,Chandler,I know. You're right. What's it gonna take for you to forgive me?
56711,Chandler,Lying is wrong!
56713,Chandler,I'm a pretty little girl.
56758,Chandler,"That's funny, we were doing the same thing!"
56761,Chandler,"Yeah it is really pricey. I mean, I freaked when I first heard the numbers."
56763,Chandler,"It was pretty simple actually, I came up with a couple of cost-cutting solutions, wrote out a list and Monica told me to go to hell."
56777,Chandler,Our adoption social worker is coming by today so we are cleaning the apartment.
56779,Chandler,You know you don't want me to help. You can't have it both ways!
56781,Chandler,Kind of. She's coming by to interview us and see where we live.
56791,Chandler,"I'll admit to the cigarettes and the magazine, but that tape is not mine."
56837,Chandler,"Ok, ok, here we go."
56852,Chandler,But you already gave all your money to charity!
56854,Chandler,I don’t think you can do that!
56856,Chandler,"That’s sweet, honey, but save something for the adoption Lady."
56893,Chandler,"Oh, because we love kids. Love ‘em to death.Well, not actually to death, that's just a figure of speech - we love kids the appropriate amount... as allowed by law."
56898,Chandler,"But other than that... wholesome, wholesome building."
56906,Chandler,Of course it was!
56914,Chandler,"Oh, it's just some crazy guy who roams the halls here. He's great with kids though."
56936,Chandler,"WE'LL TALK TO YOU LATER, BERT. EVERYTHNG'S FINE!!"
56939,Chandler,Oh yeah! He has a caretaker. His older brother... Ernie.
56954,Chandler,What the hell are you doing?
56956,Chandler,"Well, we're not."
56958,Chandler,We don't have a code word.
56975,Chandler,I can explain... Joey...
56988,Chandler,"Oh, that's really ok."
57015,Chandler,Hello...? Have you seen Joey's bat?
57034,Chandler,Yeah. We don't feel like we can host Thanksgiving this year.
57038,Chandler,"Well, it's just with uhm, work and the stress of adoption, we just don't feel like we have the energy. Plus, we don't think it's fair that every year the burden falls on us."
57040,Chandler,"No, no! We made this decision together."
57052,Chandler,Don't let yourself get manipulated this way!
57054,Chandler,We are supposed to make these decisions together! Did you not watch the Doctor Phil I taped for you?
57083,Chandler,Why come all the way from Kansas to do that?
57085,Chandler,"You know what just occurred to me? This could be our last Thanksgiving just the two of us. I mean, we could be getting a baby soon!"
57087,Chandler,Somebody is gonna pick us.
57093,Chandler,"You know, you always cook this meal all by yourself. Let me help this year."
57095,Chandler,"I'm serious, let me do something, just not the turkey or the stuffing, nothing ""high profile""."
57097,Chandler,Tell me more.
57099,Chandler,You obviously haven't tasted my Palmolive potatoes!
57104,Chandler,Oh my God!
57109,Chandler,"Hmm, the game's at one."
57111,Chandler,"Dinner is at four, we'll never gonna make it back."
57113,Chandler,"You say that now, but it could take us a long time to get back home. Plus Joey could get lost and and they could have to page us to go pick him up."
57115,Chandler,"Look, Monica has been working hard all day, she didn't wanna host this thing in the first place, we shouldn't go!"
57159,Chandler,I can't believe they are not here! I slave and I slave for what? They've ruined cranberry day!
57249,Chandler,HA-HA! All you got was Monica's stinky Brussels sprouts!
57251,Chandler,Please let me stay on this side of the door.
57269,Chandler,The floating heads do make a good point.
57282,Chandler,"Well, you manheads aren't any better. You lied about going to the game. You knew it would make you late, and you still went anyway."
57288,Chandler,That would be a lot more convincing if you weren't drooling.
57305,Chandler,A little late for that.
57308,Chandler,"Uhm, we've got turkey grease."
57318,Chandler,Can you ever feel your ears?
57332,Chandler,"Okay, look, I'm gonna pull on the door and you guys push as hard as you can. Maybe we can get enough room to wiggle him out, okay? Okay, so PUSH!"
57335,Chandler,"Come on guys, PUSH!"
57340,Chandler,Argh! I can't believe what you did. Monica's gonna kill you!
57343,Chandler,What's going on?
57358,Chandler,That is the exact same thing.
57362,Chandler,"We're just here to say goodbye, we're off to Ohio."
57366,Chandler,And so incorrect!
57369,Chandler,"Uhm, thank you, but we're really trying not to get our hopes up."
57371,Chandler,"Yeah. I mean, this girl could decide against adoption or she could like another couple better.."
57373,Chandler,I can develop a condition in which I talk and talk and no one hears a word.
57376,Chandler,So we're standing firm on the 'not getting our hopes up'?
57380,Chandler,"Oh, screw it, I'm gonna be a daddy!!"
57417,Chandler,"Yeah. Just weird, you know. It's like: ""Hi, I'm Chandler. May I have the human growing inside you?"""
57419,Chandler,You're gonna be great.
57424,Chandler,Thank you so much for agreeing to see us.
57429,Chandler,That's what our friends call us.
57483,Chandler,"So, the fact that I am a doctor, and my wife’s a reverend, that’s important to you?"
57486,Chandler,Plus I thought the baby would be in good hands with a doctor!
